ts | lvl | reqid; uid; thread; comp; host; src - log
2026-01-12T00:02:38.980Z | WARN | reqG2h3i4; 358360; worker-2; auth; web-01; AuthCtrl.java=242 - Multiple failed login attempts  
2026-01-12T00:02:39.425Z | ERROR | reqJ5k6l7; 359361; main; payment; pay-01; PaymentProc.java=395; err=E565; stack=java.lang.Exception: Issuer declined - Payment declined  
2026-01-12T00:02:39.870Z | INFO | reqM8n9o0; 360362; worker-3; profile; profile-01; ProfileUpd.java=330 - Updated display name  
2026-01-12T00:02:40.315Z | DEBUG | reqP1q2r3; 361363; main; msgQueue; msg-01; Queue.java=305 - Message processed id=msg-33234  
2026-01-12T00:02:40.760Z | INFO | reqS4t5u6; 362364; main; auth; web-01; AuthCtrl.java=244 - User password reset completed  
2026-01-12T00:02:41.205Z | WARN | reqV7w8x9; 363365; worker-1; apiGw; gw-01; Gateway.java=355; latencyMs=4100 - High latency on service=payment  
2026-01-12T00:02:41.650Z | ERROR | reqY0z1a2; 364366; main; storage; storage-01; FileStore.java=380; err=E566; stack=java.io.IOException: Permission denied - Unable to delete file  
2026-01-12T00:02:42.095Z | INFO | reqC3d4e5; 365367; worker-2; notify; notif-01; Notifier.java=192 - Email delivered to admin9@example.com  
2026-01-12T00:02:42.540Z | DEBUG | reqF6g7h8; 366368; main; cache; cache-01; Cache.java=350 - Added entry key=apiRateLimit:user:366368 ttl=60000  
2026-01-12T00:02:42.985Z | INFO | reqI9j0k1; 367369; main; order; web-02; OrderCtrl.java=302 - Order shipped orderId=O12381 carrier=UPS tracking=1Z999KK10123456800  
2026-01-12T00:02:43.430Z | WARN | reqL2m3n4; 368370; worker-3; auth; web-01; AuthCtrl.java=246 - Possible credential stuffing attempt  
2026-01-12T00:02:43.875Z | ERROR | reqO5p6q7; 369371; main; payment; pay-01; PaymentProc.java=405; err=E567; stack=java.lang.IllegalArgumentException: Unsupported currency - Invalid currency code  
2026-01-12T00:02:44.320Z | INFO | reqR8s9t0; 370372; worker-1; profile; profile-01; ProfileUpd.java=337 - Updated timezone to UTC+6  
2026-01-12T00:02:44.765Z | DEBUG | reqU1v2w3; 371373; main; msgQueue; msg-01; Queue.java=315 - Message dead‑lettered id=msg-34345 reason=PoisonMessage  
2026-01-12T00:02:45.210Z | INFO | reqX4y5z6; 372374; main; auth; web-01; AuthCtrl.java=248 - User password changed (self‑service)  
2026-01-12T00:02:45.655Z | WARN | reqA7b8c9; 373375; worker-2; apiGw; gw-01; Gateway.java=362; latencyMs=4200 - High latency on service=inventory  
2026-01-12T00:02:46.100Z | ERROR | reqD0e1f2; 374376; main; storage; storage-01; FileStore.java=390; err=E568; stack=java.io.IOException: Permission denied - Unable to delete file  
2026-01-12T00:02:46.545Z | INFO | reqG3h4i5; 375377; worker-3; notify; notif-01; Notifier.java=196 - Push notification sent to deviceId=dev-375377  
2026-01-12T00:02:46.990Z | DEBUG | reqJ6k7l8; 376378; main; cache; cache-01; Cache.java=358 - Added entry key=apiRateLimit:user:376378 ttl=60000  
2026-01-12T00:02:47.435Z | INFO | reqM9n0o1; 377379; main; order; web-02; OrderCtrl.java=308 - Order cancelled orderId=O12382 reason=OutOfStock  
2026-01-12T00:02:47.880Z | WARN | reqP2q3r4; 378380; worker-1; auth; web-01; AuthCtrl.java=250 - Multiple failed OTP attempts  
2026-01-12T00:02:48.325Z | ERROR | reqS5t6u7; 379381; main; payment; pay-01; PaymentProc.java=415; err=E569; stack=java.lang.IllegalArgumentException: Refund exceeds original amount - Invalid refund amount  
2026-01-12T00:02:48.770Z | INFO | reqV8w9x0; 380382; worker-2; profile; profile-01; ProfileUpd.java=344 - Updated display name  
2026-01-12T00:02:49.215Z | DEBUG | reqY1z2a3; 381383; main; msgQueue; msg-01; Queue.java=325 - Message acked id=msg-35456  
2026-01-12T00:02:49.660Z | INFO | reqB4c5d6; 382384; main; auth; web-01; AuthCtrl.java=252 - User logout (session timeout)  
2026-01-12T00:02:50.105Z | WARN | reqE7f8g9; 383385; worker-3; apiGw; gw-01; Gateway.java=369; latencyMs=4300 - High latency on service=payment  
2026-01-12T00:02:50.550Z | ERROR | reqH0i1j2; 384386; main; storage; storage-01; FileStore.java=400; err=E570; stack=java.io.IOException: Permission denied - Unable to delete file  
2026-01-12T00:02:50.995Z | INFO | reqK3l4m5; 385387; worker-1; notify; notif-01; Notifier.java=200 - Email sent to admin10@example.com  
2026-01-12T00:02:51.440Z | DEBUG | reqN6o7p8; 386388; main; cache; cache-01; Cache.java=366 - Added entry key=apiRateLimit:user:386388 ttl=60000  
2026-01-12T00:02:51.885Z | INFO | reqQ9r0s1; 387389; main; order; web-02; OrderCtrl.java=314 - Order shipped orderId=O12383 carrier=DHL tracking=JD014567890133  
2026-01-12T00:02:52.330Z | WARN | reqT2u3v4; 388390; worker-2; auth; web-01; AuthCtrl.java=254 - Multiple failed login attempts  
2026-01-12T00:02:52.775Z | ERROR | reqW5x6y7; 389391; main; payment; pay-01; PaymentProc.java=425; err=E571; stack=java.lang.IllegalArgumentException: Unsupported method - Invalid payment method  
2026-01-12T00:02:53.220Z | INFO | reqZ8a9b0; 390392; worker-3; profile; profile-01; ProfileUpd.java=351 - Updated UI theme to "dark"  
2026-01-12T00:02:53.665Z | DEBUG | reqC1d2e3; 391393; main; msgQueue; msg-01; Queue.java=335 - Message dead‑lettered id=msg-36567 reason=PoisonMessage  
2026-01-12T00:02:54.110Z | INFO | reqF4g5h6; 392394; main; auth; web-01; AuthCtrl.java=256 - User password changed (admin)  
2026-01-12T00:02:54.555Z | WARN | reqI9j0k1; 393395; worker-1; apiGw; gw-01; Gateway.java=376; latencyMs=4400 - High latency on service=inventory  
2026-01-12T00:02:55.000Z | ERROR | reqL2m3n4; 394396; main; storage; storage-01; FileStore.java=410; err=E572; stack=java.io.IOException: Permission denied - Unable to delete file  
2026-01-12T00:02:55.445Z | INFO | reqO5p6q7; 395397; worker-2; notify; notif-01; Notifier.java=204 - Push notification sent to deviceId=dev-395397  
2026-01-12T00:02:55.890Z | DEBUG | reqR8s9t0; 396398; main; cache; cache-01; Cache.java=374 - Added entry key=apiRateLimit:user:396398 ttl=60000  
2026-01-12T00:02:56.335Z | INFO | reqU1v2w3; 397399; main; order; web-02; OrderCtrl.java=320 - Order cancelled orderId=O12384 reason=CustomerRequest  
2026-01-12T00:02:56.780Z | WARN | reqX4y5z6; 398400; worker-3; auth; web-01; AuthCtrl.java=258 - Possible credential stuffing attempt  
2026-01-12T00:02:57.225Z | ERROR | reqA7b8c9; 399401; main; payment; pay-01; PaymentProc.java=435; err=E573; stack=java.lang.IllegalArgumentException: CVV format invalid - Invalid CVV  
2026-01-12T00:02:57.670Z | INFO | reqD0e1f2; 400402; worker-1; profile; profile-01; ProfileUpd.java=358 - Updated display
